outer_id,gene,max_abs_coef,sign_by_class
1,PARP3,0.03389563354168985,"[0, 0, -1]"
1,TROVE2,0.033604044334896915,"[0, 1, 0]"
1,TMEM161A,0.03348030335793125,"[-1, 0, 0]"
1,NCKIPSD,0.03265873542112873,"[0, 0, 1]"
1,MAPK3,0.031621958835583545,"[0, 0, -1]"
1,PIP4K2B,0.03136995085280611,"[1, 0, 0]"
1,FMO1,0.03091791512568285,"[-1, 0, 0]"
1,F2R,0.030789225875353217,"[-1, 0, 0]"
1,RRP1,0.030750775245942004,"[-1, 0, 0]"
1,MED25,0.030374685895903898,"[0, 0, -1]"
1,MYOG,0.030244787469888353,"[0, -1, 0]"
1,PNLIPRP2,0.030032077776388687,"[0, 1, 0]"
1,ASMT,0.02855964675799194,"[1, 0, 0]"
1,RLF,0.028273993334547345,"[1, 0, 0]"
1,LOC102725136,0.02814179454208719,"[0, -1, 0]"
1,GABRE,0.027875912302289148,"[0, 0, 1]"
1,GIPC1,0.027105425416309354,"[0, 0, 1]"
1,SLC17A4,0.027050859240863652,"[-1, 0, 0]"
1,NPR2,0.026916799767166034,"[0, 1, 0]"
1,E2F3,0.025993369180922994,"[-1, 0, 0]"
1,PRDM14,0.025838545061728266,"[0, -1, 0]"
1,MYO9A,0.025423691132776077,"[1, 0, 0]"
1,PAICS,0.024923122380117763,"[0, -1, 0]"
1,MRC1,0.024722501403278332,"[0, -1, 0]"
1,APOC2,0.023718497880557136,"[0, -1, 0]"
1,SETD6,0.022424024965055318,"[0, -1, 0]"
1,OR2F2,0.022322518642849138,"[0, 1, 0]"
1,PRKCE,0.022033916642764467,"[0, 0, 1]"
1,ASAH1,0.02158222706695801,"[0, 1, 0]"
1,BCKDHA,0.021580960503898725,"[0, 0, -1]"
1,LPPR3,0.02105792759527801,"[0, 1, 0]"
1,MANBA,0.020772103112186066,"[-1, 0, 0]"
1,TOPORS-AS1,0.019076584044689635,"[0, -1, 0]"
1,KRT24,0.01871299360516287,"[1, 0, 0]"
1,PP13,0.01815358572205513,"[1, 0, 0]"
1,XIST,0.017868925183981855,"[0, 0, -1]"
1,RAB28,0.017635530100185162,"[0, 1, 0]"
1,ZDHHC11,0.01656323149295394,"[0, -1, 0]"
1,LAMB4,0.016020723863148057,"[0, 1, 0]"
1,RORB,0.01557233195606579,"[0, -1, 0]"
1,TUBB7P,0.015155236242665224,"[0, -1, 0]"
1,FCER2,0.014519619011260459,"[0, -1, 0]"
1,GCOM1,0.011972055754161841,"[0, 0, -1]"
1,CBWD1,0.01087467372630911,"[0, 1, 0]"
1,RASSF1,0.010215928993618848,"[0, -1, 0]"
1,FGF13,0.009873619612815916,"[-1, 0, 0]"
1,ADAM2,0.009788012928072303,"[0, 0, -1]"
1,UST,0.00965652962981768,"[1, 0, 0]"
1,HAVCR1,0.008960268988278607,"[0, -1, 0]"
1,PRRG1,0.008162356768268307,"[0, 0, 1]"
1,ZDHHC4,0.007862194056330596,"[0, 0, -1]"
1,CSF3R,0.007787252997414918,"[1, 0, 0]"
1,PLCB2,0.0073917029765404145,"[0, -1, 0]"
1,RFPL3S,0.007363529135322577,"[1, 0, 0]"
1,HEBP2,0.007161086823053561,"[0, 0, 1]"
1,RNF219,0.006243550376292096,"[0, 1, 0]"
1,KLHL23,0.0045607513406945846,"[-1, 0, 0]"
1,AJ011981,0.004351756022933577,"[1, 0, 0]"
1,CCL15,0.004227725381540193,"[1, 0, 0]"
1,DFNB31,0.003654342329060285,"[0, 0, -1]"
1,GRM4,0.003550218093362991,"[0, 1, 0]"
1,ESR2,0.003197111702132466,"[0, 0, 1]"
1,TRMT1,0.002957966652718023,"[-1, 0, 0]"
1,DVL1,0.002922516682666988,"[1, 0, 0]"
1,GUSB,0.0017151873717370484,"[0, 0, -1]"
1,IKZF5,0.0014247299396846263,"[0, 0, -1]"
1,FIP1L1,0.0014070656899227497,"[-1, 0, 0]"
1,CYP2C18,0.0009291942125313311,"[0, 0, -1]"
1,ANAPC5,0.000891749550914894,"[1, 0, 0]"
1,MEGF9,0.0007530269341896529,"[-1, 0, 0]"
1,ILF2,0.0007125691460975006,"[0, -1, 0]"
1,FADS2,0.0006997138135357342,"[0, -1, 0]"
1,RPL14,0.00044467853733267017,"[0, 1, 0]"
1,DOCK1,0.00022900016400817896,"[0, 1, 0]"
2,KARS,0.8256515653146931,"[0, -1, 1]"
2,SPAG7,0.6763206992356807,"[1, 0, -1]"
2,ABCF1,0.6761664219526635,"[0, -1, 1]"
2,RPL34,0.5581019980955287,"[0, 1, -1]"
2,SEPT2,0.5348205744262025,"[1, -1, 0]"
2,ILF2,0.48403585489092077,"[-1, 0, 0]"
2,STAT1,0.4639978552409627,"[-1, 1, 1]"
2,RNPS1,0.4559214102616135,"[0, 0, 1]"
2,MIR6805,0.45049123987745904,"[-1, 1, 0]"
2,RPL9,0.4323985085969407,"[0, 0, -1]"
2,JTB,0.38713726200710086,"[0, 1, -1]"
2,SRP14,0.3791830968398675,"[1, 0, 0]"
2,XPOT,0.3658986299243059,"[-1, 0, 0]"
2,GAPDH,0.3389000558262302,"[-1, 0, 0]"
2,TMCC1,0.3351503476729911,"[0, 0, 1]"
2,RPL37,0.32179594172217446,"[0, -1, 1]"
2,DOK3,0.3127801167959995,"[1, -1, 0]"
2,CBX3,0.3077767221091902,"[0, 0, 1]"
2,PSMB2,0.29559809856429853,"[-1, 0, 0]"
2,SESN1,0.2946825262378782,"[0, 0, -1]"
2,HINT1,0.26211999215419746,"[-1, 1, 0]"
2,PPL,0.250188259186186,"[0, -1, 0]"
2,CCR8,0.24831757093141976,"[-1, 0, 0]"
2,EEF2,0.24536872574968233,"[1, 0, -1]"
2,TSGA10,0.2434464799500346,"[0, -1, 0]"
2,ZMIZ2,0.24009942486908772,"[0, 0, -1]"
2,HIST1H3B,0.23821561535444985,"[0, -1, 0]"
2,LAMB4,0.22625010359645048,"[0, 1, -1]"
2,KCNJ2,0.22301505269048874,"[1, 0, 0]"
2,PARM1,0.21239308538245977,"[0, 0, 1]"
2,HS3ST1,0.21022026288990617,"[-1, 1, 0]"
2,AKAP9,0.1989894852001781,"[1, 0, 0]"
2,TRIM46,0.19093218876915827,"[0, 1, 0]"
2,ABCC8,0.18795549760024746,"[1, 0, 0]"
2,ZIC3,0.1873192857619267,"[0, 0, -1]"
2,PGGT1B,0.1867715848644877,"[1, 0, 0]"
2,TRH,0.18608215180658308,"[0, 1, 0]"
2,NLRX1,0.1809601360102863,"[1, 0, 0]"
2,HEBP2,0.18018391859170402,"[0, 0, 1]"
2,GATC,0.17806360575067667,"[0, 0, 1]"
2,ALPI,0.17711123406655777,"[0, 0, 1]"
2,RPS5,0.17669044704702322,"[-1, 1, 0]"
2,RAX,0.17611373890234466,"[0, -1, 0]"
2,ZBP1,0.1723729711430237,"[0, 0, 1]"
2,GJD2,0.1693440988925386,"[1, 0, 0]"
2,SPANXB1,0.168370290801307,"[0, 1, 0]"
2,EEF1DP5,0.16683674348267818,"[-1, 1, 0]"
2,OR3A2,0.1616489077600331,"[1, 0, 0]"
2,FCER2,0.15974925087030825,"[0, 0, 1]"
2,FOXG1,0.1594000395606757,"[0, 0, 1]"
2,FRRS1L,0.1554619922846262,"[0, 1, 0]"
2,RP11-278J20.2,0.15501754337936743,"[1, -1, 0]"
2,EID1,0.15465279801091902,"[0, 0, -1]"
2,HPCA,0.15301491597383246,"[0, 1, 0]"
2,NPM1P22,0.15155367944512227,"[-1, 0, 0]"
2,RAB40A,0.15148991367826245,"[-1, 1, 0]"
2,CMA1,0.14711535501307563,"[0, 0, 1]"
2,PPP1R3C,0.1452871614186469,"[0, 0, -1]"
2,NYX,0.14476720544561633,"[0, -1, 0]"
2,NMT2,0.1425689914316173,"[1, -1, 0]"
2,FGF5,0.1423945518079701,"[-1, 1, 0]"
2,RGCC,0.14217629666010467,"[1, 0, 0]"
2,LDLRAD4,0.13977196569693612,"[0, 1, 0]"
2,PTCH2,0.1392854761479754,"[0, -1, 1]"
2,SCG2,0.13872658998573398,"[-1, 0, 0]"
2,CD177,0.13667658619410678,"[1, -1, 0]"
2,CHD9,0.13562610771510553,"[-1, 0, 0]"
2,FAM212B,0.13093657125416908,"[1, 0, 0]"
2,ZNF257,0.1302671688104146,"[0, 1, 0]"
2,CDKL5,0.12966213185737177,"[0, 1, 0]"
2,DLGAP2,0.12867009793205164,"[1, -1, 0]"
2,MYBPH,0.12836343350123366,"[0, -1, 0]"
2,RCN1,0.12621795809771222,"[0, 0, 1]"
2,SAMD4B,0.1260928764522681,"[0, 0, -1]"
2,SRF,0.12084079575439989,"[1, -1, 0]"
2,EPB41L4A,0.11848349085150485,"[0, 1, 0]"
2,MTMR10,0.11732466471749001,"[0, -1, 0]"
2,PTPLB,0.11596348519963734,"[0, 0, 1]"
2,YIF1B,0.11553938099032592,"[-1, 1, 0]"
2,TOPORS-AS1,0.11355361458509963,"[0, -1, 0]"
2,BTN1A1,0.11313480286620017,"[0, 0, 1]"
2,DAD1,0.11062893546763734,"[0, 0, -1]"
2,CINP,0.10905218985779239,"[0, -1, 0]"
2,FANCE,0.10839144508033233,"[0, -1, 0]"
2,CR1,0.1081710162124776,"[0, -1, 0]"
2,SLC22A8,0.10799696147536482,"[0, -1, 0]"
2,HMGB1P17,0.10774268691810318,"[0, -1, 0]"
2,PROX1,0.10755231973094846,"[0, -1, 0]"
2,CCNC,0.10679595016489714,"[0, 0, 1]"
2,CDK2,0.10492557160754017,"[-1, 0, 0]"
2,MPPE1,0.10479231340530965,"[0, 0, -1]"
2,SMR3B,0.09965562202225382,"[-1, 1, 0]"
2,PARK7,0.0979925895950216,"[1, -1, 0]"
2,ZBTB33,0.09625204025444153,"[0, 1, 0]"
2,PP13,0.09583295985336211,"[1, 0, 0]"
2,THRA,0.09426695305253276,"[1, 0, 0]"
2,RBM26,0.09278655249817702,"[0, 0, 1]"
2,ITGB4,0.0915505374521901,"[0, -1, 1]"
2,GPLD1,0.09013280023953733,"[0, 1, 0]"
2,WNT11,0.08961564960048343,"[1, 0, 0]"
2,MED20,0.08918622981238854,"[1, 0, 0]"
2,KIAA1614,0.08809494359215099,"[1, -1, 0]"
2,BZRAP1,0.08770256576883459,"[0, 0, -1]"
2,RAB3A,0.08666610861698772,"[-1, 0, 0]"
2,RFPL3S,0.08661620484171076,"[0, -1, 0]"
2,TFDP2,0.08600966596257668,"[0, 0, 1]"
2,RRP1,0.08485234111344007,"[-1, 0, 0]"
2,CYP7A1,0.08294187237168361,"[0, -1, 1]"
2,GALR2,0.08144764279929413,"[0, -1, 0]"
2,ARF1,0.08113175792833874,"[-1, 0, 0]"
2,CAPNS1,0.08096323337150992,"[0, 0, -1]"
2,AKAP7,0.08087533341473144,"[0, 1, 0]"
2,MMP1,0.08073367607596403,"[0, 0, 1]"
2,SLCO1B1,0.07913416440734564,"[1, 0, 0]"
2,CTB-176F20.3,0.07858733806122513,"[0, -1, 0]"
2,MASP2,0.0785768147561771,"[1, 0, 0]"
2,FANCA,0.07826293385458105,"[0, 0, 1]"
2,EXPH5,0.07629371082143148,"[0, -1, 0]"
2,CXCL1,0.07546613961660825,"[0, 0, 1]"
2,S1PR5,0.07374588044302949,"[1, 0, 0]"
2,CANX,0.07160674972240115,"[0, -1, 0]"
2,DHRS7,0.07058467760356323,"[-1, 0, 0]"
2,RWDD1,0.07035407368734314,"[0, 0, 1]"
2,PSPC1,0.06870401400586013,"[0, 0, -1]"
2,NR4A3,0.06764876145760242,"[1, 0, 0]"
2,POPDC3,0.06714821908781435,"[0, -1, 0]"
2,TAF11,0.06545652026460891,"[-1, 0, 0]"
2,FADS2,0.06272899594492888,"[0, -1, 0]"
2,NUP43,0.05922643455735284,"[0, 0, 1]"
2,SEMA3D,0.05867863208419616,"[1, 0, 0]"
2,CNPPD1,0.05856682551625992,"[0, 0, -1]"
2,HHLA1,0.05850499402042684,"[1, 0, 0]"
2,TMEM255A,0.057935384764758326,"[1, -1, 0]"
2,DGCR2,0.057735769689444764,"[0, 1, 0]"
2,AOC1,0.057346845233330786,"[0, 0, 1]"
2,CYP4A11,0.05363337470112648,"[1, -1, 0]"
2,AADAC,0.053256727148656306,"[-1, 0, 0]"
2,ATP5E,0.05274512016805472,"[-1, 0, 0]"
2,PTCD3,0.05222560466016438,"[0, 1, 0]"
2,MGLL,0.05189508787947,"[-1, 0, 0]"
2,SLC17A3,0.051767153617334076,"[1, 0, 0]"
2,SLC25A17,0.05175560101911116,"[0, -1, 0]"
2,EP300,0.05144164668080421,"[0, 1, -1]"
2,ADH1C,0.05078808093957221,"[0, -1, 0]"
2,GDI2,0.050158439480594,"[0, 1, 0]"
2,CDH13,0.05001485247039487,"[0, -1, 0]"
2,ELAC2,0.0492348481598354,"[0, 1, 0]"
2,MPHOSPH10,0.048862874900043866,"[-1, 0, 0]"
2,LOC102725198,0.04860168254029805,"[0, 1, 0]"
2,ABHD17B,0.04778337103361391,"[1, 0, 0]"
2,SUMO1,0.04747359434930076,"[0, 0, 1]"
2,TRIM13,0.047009275203887715,"[1, 0, 0]"
2,KSR1,0.04673872236886293,"[0, 1, 0]"
2,CST8,0.043893488925537856,"[0, -1, 0]"
2,PLCB3,0.043384360612111296,"[-1, 0, 0]"
2,UBE2V2,0.04322872488547336,"[-1, 0, 0]"
